source,target,weight,lift,source_chr,source_start,source_end,source_cluster,target_chr,target_start,target_end,target_cluster,source_protein,target_protein
chr22_17286047-17311850_cluster62,chr22_26270093-26284739_cluster73,2,7.54963,chr22,17286047,17311850,cluster62,chr22,26270093,26284739,cluster73,,Q9BYH1
chr22_27240185-27248628_cluster31,chr22_46684568-46701053_cluster27,2,6.29136,chr22,27240185,27248628,cluster31,chr22,46684568,46701053,cluster27,,Q8TCT0
chr22_27378463-27396539_cluster39,chr22_39123775-39179317_cluster157,3,10.92,chr22,27378463,27396539,cluster39,chr22,39123775,39179317,cluster157,,O95931
chr22_22879507-22914880_cluster90,chr22_27795907-27840691_cluster127,2,7.84,chr22,22879507,22914880,cluster90,chr22,27795907,27840691,cluster127,A0A0A0MT76;A0M8Q6;B9A064;P0CF74;P0CG04;P0DOX8;P0DOY2;P0DOY3,Q10571
chr22_22943618-23011425_cluster15,chr22_48697982-48748191_cluster315,3,7.9625,chr22,22943618,23011425,cluster15,chr22,48697982,48748191,cluster315,,Q7Z5A7
chr22_27795907-27840691_cluster127,chr22_44603286-44615978_cluster22,2,7.54963,chr22,27795907,27840691,cluster127,chr22,44603286,44615978,cluster22,Q10571,
chr22_44603286-44615978_cluster22,chr22_48697982-48748191_cluster315,2,6.29136,chr22,44603286,44615978,cluster22,chr22,48697982,48748191,cluster315,,Q7Z5A7
chr22_19699265-19729797_cluster109,chr22_23766514-23847298_cluster36,2,6.08841,chr22,19699265,19729797,cluster109,chr22,23766514,23847298,cluster36,P13224;Q99719,P24347;Q12824;Q8WYQ3;Q96Q80
chr22_18040448-18059257_cluster152,chr22_27795907-27840691_cluster127,2,6.79467,chr22,18040448,18059257,cluster152,chr22,27795907,27840691,cluster127,,Q10571
chr22_18040448-18059257_cluster152,chr22_46684568-46701053_cluster27,2,5.66222,chr22,18040448,18059257,cluster152,chr22,46684568,46701053,cluster27,,Q8TCT0
chr22_23766514-23847298_cluster36,chr22_27274059-27281429_cluster13,3,9.48387,chr22,23766514,23847298,cluster36,chr22,27274059,27281429,cluster13,P24347;Q12824;Q8WYQ3;Q96Q80,
chr22_23766514-23847298_cluster36,chr22_33299764-33359267_cluster281,3,9.48387,chr22,23766514,23847298,cluster36,chr22,33299764,33359267,cluster281,P24347;Q12824;Q8WYQ3;Q96Q80,O95461
chr22_18130176-18154397_cluster25,chr22_48697982-48748191_cluster315,2,6.29136,chr22,18130176,18154397,cluster25,chr22,48697982,48748191,cluster315,Q9NY65,Q7Z5A7
chr22_27795907-27840691_cluster127,chr22_45220568-45261186_cluster164,2,7.84,chr22,27795907,27840691,cluster127,chr22,45220568,45261186,cluster164,Q10571,Q6ICG6
chr22_37276728-37285225_cluster146,chr22_48517374-48534407_cluster47,3,8.78621,chr22,37276728,37285225,cluster146,chr22,48517374,48534407,cluster47,Q9UIA0,Q7Z5A7
chr22_46249251-46375373_cluster322,chr22_48517374-48534407_cluster47,3,10.5434,chr22,46249251,46375373,cluster322,chr22,48517374,48534407,cluster47,O75648;Q5R3I4;Q9NTG1;Q9NYQ6;Q9NYZ3,Q7Z5A7
chr22_27795907-27840691_cluster127,chr22_48517374-48534407_cluster47,2,7.02897,chr22,27795907,27840691,cluster127,chr22,48517374,48534407,cluster47,Q10571,Q7Z5A7
chr22_30473070-30559334_cluster42,chr22_45076203-45102024_cluster52,2,7.54963,chr22,30473070,30559334,cluster42,chr22,45076203,45102024,cluster52,B5MCN3;Q99999;Q9UDX3,
chr22_30473070-30559334_cluster42,chr22_48346281-48358281_cluster409,3,12.2304,chr22,30473070,30559334,cluster42,chr22,48346281,48358281,cluster409,B5MCN3;Q99999;Q9UDX3,
chr22_23766514-23847298_cluster36,chr22_48697982-48748191_cluster315,3,8.21935,chr22,23766514,23847298,cluster36,chr22,48697982,48748191,cluster315,P24347;Q12824;Q8WYQ3;Q96Q80,Q7Z5A7
chr22_27378463-27396539_cluster39,chr22_43429411-43471880_cluster441,3,10.192,chr22,27378463,27396539,cluster39,chr22,43429411,43471880,cluster441,,O15442
chr22_27378463-27396539_cluster39,chr22_48697982-48748191_cluster315,3,10.192,chr22,27378463,27396539,cluster39,chr22,48697982,48748191,cluster315,,Q7Z5A7
chr22_22039828-22047705_cluster52,chr22_22943618-23011425_cluster15,2,5.49138,chr22,22039828,22047705,cluster52,chr22,22943618,23011425,cluster15,,
chr22_22039828-22047705_cluster52,chr22_47150007-47171844_cluster124,2,6.5083,chr22,22039828,22047705,cluster52,chr22,47150007,47171844,cluster124,,Q8WUA7
chr22_22943618-23011425_cluster15,chr22_26838327-26848544_cluster25,2,6.125,chr22,22943618,23011425,cluster15,chr22,26838327,26848544,cluster25,,
chr22_22943618-23011425_cluster15,chr22_47150007-47171844_cluster124,2,5.89815,chr22,22943618,23011425,cluster15,chr22,47150007,47171844,cluster124,,Q8WUA7
chr22_26838327-26848544_cluster25,chr22_47150007-47171844_cluster124,2,7.25926,chr22,26838327,26848544,cluster25,chr22,47150007,47171844,cluster124,,Q8WUA7
chr22_26270093-26284739_cluster73,chr22_27795907-27840691_cluster127,2,7.54963,chr22,26270093,26284739,cluster73,chr22,27795907,27840691,cluster127,Q9BYH1,Q10571
chr22_27274059-27281429_cluster13,chr22_27795907-27840691_cluster127,3,11.76,chr22,27274059,27281429,cluster13,chr22,27795907,27840691,cluster127,,Q10571
chr22_18040448-18059257_cluster152,chr22_18978115-18995264_cluster32,2,6.79467,chr22,18040448,18059257,cluster152,chr22,18978115,18995264,cluster32,,
chr22_18040448-18059257_cluster152,chr22_37416456-37447223_cluster46,3,10.192,chr22,18040448,18059257,cluster152,chr22,37416456,37447223,cluster46,,
chr22_17257431-17286047_cluster125,chr22_39577521-39600259_cluster64,2,6.5083,chr22,17257431,17286047,cluster125,chr22,39577521,39600259,cluster64,,Q9P0X4
chr22_19699265-19729797_cluster109,chr22_32156952-32181456_cluster50,2,6.74074,chr22,19699265,19729797,cluster109,chr22,32156952,32181456,cluster50,P13224;Q99719,Q6IC83
chr22_19699265-19729797_cluster109,chr22_48440418-48460740_cluster524,3,10.8889,chr22,19699265,19729797,cluster109,chr22,48440418,48460740,cluster524,P13224;Q99719,
chr22_19773105-19821351_cluster130,chr22_32156952-32181456_cluster50,2,5.51515,chr22,19773105,19821351,cluster130,chr22,32156952,32181456,cluster50,O43435;Q9BYB4,Q6IC83
chr22_19773105-19821351_cluster130,chr22_46684568-46701053_cluster27,3,7.72121,chr22,19773105,19821351,cluster130,chr22,46684568,46701053,cluster27,O43435;Q9BYB4,Q8TCT0
chr22_19773105-19821351_cluster130,chr22_48440418-48460740_cluster524,3,8.90909,chr22,19773105,19821351,cluster130,chr22,48440418,48460740,cluster524,O43435;Q9BYB4,
chr22_44127670-44156872_cluster88,chr22_46684568-46701053_cluster27,3,9.8,chr22,44127670,44156872,cluster88,chr22,46684568,46701053,cluster27,Q9HBI1,Q8TCT0
chr22_19773105-19821351_cluster130,chr22_20961195-20968216_cluster69,2,5.32497,chr22,19773105,19821351,cluster130,chr22,20961195,20968216,cluster69,O43435;Q9BYB4,Q96NN9
chr22_22370689-22385243_cluster4,chr22_48697982-48748191_cluster315,2,6.79467,chr22,22370689,22385243,cluster4,chr22,48697982,48748191,cluster315,,Q7Z5A7
chr22_19699265-19729797_cluster109,chr22_42340130-42375220_cluster43,3,8.84722,chr22,19699265,19729797,cluster109,chr22,42340130,42375220,cluster43,P13224;Q99719,
chr22_20961195-20968216_cluster69,chr22_42340130-42375220_cluster43,2,5.49138,chr22,20961195,20968216,cluster69,chr22,42340130,42375220,cluster43,Q96NN9,
chr22_23766514-23847298_cluster36,chr22_44127670-44156872_cluster88,3,9.48387,chr22,23766514,23847298,cluster36,chr22,44127670,44156872,cluster88,P24347;Q12824;Q8WYQ3;Q96Q80,Q9HBI1
chr22_19699265-19729797_cluster109,chr22_22039828-22047705_cluster52,2,6.5083,chr22,19699265,19729797,cluster109,chr22,22039828,22047705,cluster52,P13224;Q99719,
chr22_19699265-19729797_cluster109,chr22_48517374-48534407_cluster47,2,6.5083,chr22,19699265,19729797,cluster109,chr22,48517374,48534407,cluster47,P13224;Q99719,Q7Z5A7
chr22_19773105-19821351_cluster130,chr22_48517374-48534407_cluster47,2,5.32497,chr22,19773105,19821351,cluster130,chr22,48517374,48534407,cluster47,O43435;Q9BYB4,Q7Z5A7
chr22_33299764-33359267_cluster281,chr22_44127670-44156872_cluster88,2,7.53846,chr22,33299764,33359267,cluster281,chr22,44127670,44156872,cluster88,O95461,Q9HBI1
chr22_17463955-17486499_cluster51,chr22_18978115-18995264_cluster32,2,5.50919,chr22,17463955,17486499,cluster51,chr22,18978115,18995264,cluster32,Q9BXF3,
chr22_17463955-17486499_cluster51,chr22_48593175-48616504_cluster52,3,7.37838,chr22,17463955,17486499,cluster51,chr22,48593175,48616504,cluster52,Q9BXF3,Q7Z5A7
chr22_18978115-18995264_cluster32,chr22_21084128-21097378_cluster9,2,7.54963,chr22,18978115,18995264,cluster32,chr22,21084128,21097378,cluster9,,
chr22_18978115-18995264_cluster32,chr22_27795907-27840691_cluster127,2,8.1536,chr22,18978115,18995264,cluster32,chr22,27795907,27840691,cluster127,,Q10571
chr22_21084128-21097378_cluster9,chr22_27795907-27840691_cluster127,2,7.54963,chr22,21084128,21097378,cluster9,chr22,27795907,27840691,cluster127,,Q10571
chr22_21084128-21097378_cluster9,chr22_48593175-48616504_cluster52,2,6.74074,chr22,21084128,21097378,cluster9,chr22,48593175,48616504,cluster52,,Q7Z5A7
chr22_27240185-27248628_cluster31,chr22_37416456-37447223_cluster46,2,7.54963,chr22,27240185,27248628,cluster31,chr22,37416456,37447223,cluster46,,
chr22_17286047-17311850_cluster62,chr22_30559334-30585088_cluster17,2,6.79467,chr22,17286047,17311850,cluster62,chr22,30559334,30585088,cluster17,,O00541
chr22_18130176-18154397_cluster25,chr22_26838327-26848544_cluster33,2,6.74074,chr22,18130176,18154397,cluster25,chr22,26838327,26848544,cluster33,Q9NY65,
chr22_21084128-21097378_cluster9,chr22_26838327-26848544_cluster33,2,6.74074,chr22,21084128,21097378,cluster9,chr22,26838327,26848544,cluster33,,
chr22_33299764-33359267_cluster281,chr22_38949961-38959712_cluster19,2,6.53333,chr22,33299764,33359267,cluster281,chr22,38949961,38959712,cluster19,O95461,P31941;Q9UH17
chr22_33299764-33359267_cluster281,chr22_45275462-45289532_cluster53,3,10.1379,chr22,33299764,33359267,cluster281,chr22,45275462,45289532,cluster53,O95461,O75631
chr22_38949961-38959712_cluster19,chr22_45275462-45289532_cluster53,2,5.85747,chr22,38949961,38959712,cluster19,chr22,45275462,45289532,cluster53,P31941;Q9UH17,O75631
chr22_44127670-44156872_cluster88,chr22_45275462-45289532_cluster53,2,6.75862,chr22,44127670,44156872,cluster88,chr22,45275462,45289532,cluster53,Q9HBI1,O75631
chr22_17257431-17286047_cluster125,chr22_26838327-26848544_cluster33,2,6.74074,chr22,17257431,17286047,cluster125,chr22,26838327,26848544,cluster33,,
chr22_17257431-17286047_cluster125,chr22_45220568-45261186_cluster164,2,7.25926,chr22,17257431,17286047,cluster125,chr22,45220568,45261186,cluster164,,Q6ICG6
chr22_17463955-17486499_cluster51,chr22_44603286-44615978_cluster22,3,7.65165,chr22,17463955,17486499,cluster51,chr22,44603286,44615978,cluster22,Q9BXF3,
chr22_19699265-19729797_cluster109,chr22_26838327-26848544_cluster33,3,10.1111,chr22,19699265,19729797,cluster109,chr22,26838327,26848544,cluster33,P13224;Q99719,
chr22_19699265-19729797_cluster109,chr22_45220568-45261186_cluster164,4,14.5185,chr22,19699265,19729797,cluster109,chr22,45220568,45261186,cluster164,P13224;Q99719,Q6ICG6
chr22_19699265-19729797_cluster109,chr22_48697982-48748191_cluster315,3,9.43704,chr22,19699265,19729797,cluster109,chr22,48697982,48748191,cluster315,P13224;Q99719,Q7Z5A7
chr22_26838327-26848544_cluster33,chr22_44603286-44615978_cluster22,3,10.1111,chr22,26838327,26848544,cluster33,chr22,44603286,44615978,cluster22,,
chr22_45220568-45261186_cluster164,chr22_48697982-48748191_cluster315,2,6.53333,chr22,45220568,45261186,cluster164,chr22,48697982,48748191,cluster315,Q6ICG6,Q7Z5A7
chr22_30473070-30559334_cluster42,chr22_39123775-39179317_cluster157,2,7.28,chr22,30473070,30559334,cluster42,chr22,39123775,39179317,cluster157,B5MCN3;Q99999;Q9UDX3,O95931
chr22_30473070-30559334_cluster42,chr22_49310363-49333633_cluster88,2,6.79467,chr22,30473070,30559334,cluster42,chr22,49310363,49333633,cluster88,B5MCN3;Q99999;Q9UDX3,
chr22_39123775-39179317_cluster157,chr22_48593175-48616504_cluster52,2,6.5,chr22,39123775,39179317,cluster157,chr22,48593175,48616504,cluster52,O95931,Q7Z5A7
chr22_18040448-18059257_cluster152,chr22_39577521-39600259_cluster64,3,8.78621,chr22,18040448,18059257,cluster152,chr22,39577521,39600259,cluster64,,Q9P0X4
chr22_30473070-30559334_cluster42,chr22_42340130-42375220_cluster43,3,9.555,chr22,30473070,30559334,cluster42,chr22,42340130,42375220,cluster43,B5MCN3;Q99999;Q9UDX3,
chr22_22039828-22047705_cluster52,chr22_23766514-23847298_cluster36,2,5.66852,chr22,22039828,22047705,cluster52,chr22,23766514,23847298,cluster36,,P24347;Q12824;Q8WYQ3;Q96Q80
chr22_22039828-22047705_cluster52,chr22_33299764-33359267_cluster281,2,6.75862,chr22,22039828,22047705,cluster52,chr22,33299764,33359267,cluster281,,O95461
chr22_22039828-22047705_cluster52,chr22_45275462-45289532_cluster53,2,6.05945,chr22,22039828,22047705,cluster52,chr22,45275462,45289532,cluster53,,O75631
chr22_20961195-20968216_cluster69,chr22_44603286-44615978_cluster22,3,9.76245,chr22,20961195,20968216,cluster69,chr22,44603286,44615978,cluster22,Q96NN9,
chr22_39577521-39600259_cluster64,chr22_43267728-43304000_cluster216,2,7.02897,chr22,39577521,39600259,cluster64,chr22,43267728,43304000,cluster216,Q9P0X4,Q8IWY4
chr22_43267728-43304000_cluster216,chr22_45076203-45102024_cluster52,2,7.54963,chr22,43267728,43304000,cluster216,chr22,45076203,45102024,cluster52,Q8IWY4,
chr22_18978115-18995264_cluster32,chr22_26838327-26848544_cluster33,3,10.92,chr22,18978115,18995264,cluster32,chr22,26838327,26848544,cluster33,,
chr22_18978115-18995264_cluster32,chr22_42340130-42375220_cluster43,3,9.555,chr22,18978115,18995264,cluster32,chr22,42340130,42375220,cluster43,,
chr22_26838327-26848544_cluster33,chr22_44051606-44076464_cluster26,3,9.41379,chr22,26838327,26848544,cluster33,chr22,44051606,44076464,cluster26,,Q9HBI1
chr22_42340130-42375220_cluster43,chr22_45220568-45261186_cluster164,3,9.1875,chr22,42340130,42375220,cluster43,chr22,45220568,45261186,cluster164,,Q6ICG6
chr22_23766514-23847298_cluster36,chr22_32156952-32181456_cluster50,3,8.80645,chr22,23766514,23847298,cluster36,chr22,32156952,32181456,cluster50,P24347;Q12824;Q8WYQ3;Q96Q80,Q6IC83
chr22_36850905-36863317_cluster82,chr22_45076203-45102024_cluster52,2,6.9904,chr22,36850905,36863317,cluster82,chr22,45076203,45102024,cluster52,Q15080,
chr22_23766514-23847298_cluster36,chr22_46090628-46101290_cluster8,2,6.32258,chr22,23766514,23847298,cluster36,chr22,46090628,46101290,cluster8,P24347;Q12824;Q8WYQ3;Q96Q80,
chr22_23766514-23847298_cluster36,chr22_48593175-48616504_cluster52,2,5.87097,chr22,23766514,23847298,cluster36,chr22,48593175,48616504,cluster52,P24347;Q12824;Q8WYQ3;Q96Q80,Q7Z5A7
chr22_25876277-25884349_cluster87,chr22_48593175-48616504_cluster52,2,6.74074,chr22,25876277,25884349,cluster87,chr22,48593175,48616504,cluster52,Q8IUG5,Q7Z5A7
chr22_37276728-37285225_cluster146,chr22_46090628-46101290_cluster8,2,6.53333,chr22,37276728,37285225,cluster146,chr22,46090628,46101290,cluster8,Q9UIA0,
chr22_39123775-39179317_cluster157,chr22_48697982-48748191_cluster315,2,6.06667,chr22,39123775,39179317,cluster157,chr22,48697982,48748191,cluster315,O95931,Q7Z5A7
chr22_23146855-23241440_cluster198,chr22_36850905-36863317_cluster82,2,6.9904,chr22,23146855,23241440,cluster198,chr22,36850905,36863317,cluster82,O95755;P11274,Q15080
chr22_36850905-36863317_cluster82,chr22_37416456-37447223_cluster46,2,7.54963,chr22,36850905,36863317,cluster82,chr22,37416456,37447223,cluster46,Q15080,
chr22_22943618-23011425_cluster15,chr22_46249251-46375373_cluster322,2,6.37,chr22,22943618,23011425,cluster15,chr22,46249251,46375373,cluster322,,O75648;Q5R3I4;Q9NTG1;Q9NYQ6;Q9NYZ3
chr22_22370689-22385243_cluster4,chr22_36850905-36863317_cluster82,2,7.54963,chr22,22370689,22385243,cluster4,chr22,36850905,36863317,cluster82,,Q15080
chr22_27505000-27522596_cluster34,chr22_48697982-48748191_cluster315,2,6.53333,chr22,27505000,27522596,cluster34,chr22,48697982,48748191,cluster315,,Q7Z5A7
chr22_19699265-19729797_cluster109,chr22_22879507-22914880_cluster90,2,7.25926,chr22,19699265,19729797,cluster109,chr22,22879507,22914880,cluster90,P13224;Q99719,A0A0A0MT76;A0M8Q6;B9A064;P0CF74;P0CG04;P0DOX8;P0DOY2;P0DOY3
chr22_44603286-44615978_cluster22,chr22_48346281-48358281_cluster409,2,7.54963,chr22,44603286,44615978,cluster22,chr22,48346281,48358281,cluster409,,
chr22_18978115-18995264_cluster32,chr22_48697982-48748191_cluster315,3,10.192,chr22,18978115,18995264,cluster32,chr22,48697982,48748191,cluster315,,Q7Z5A7
chr22_26024448-26060666_cluster49,chr22_43304000-43349923_cluster190,2,8.1536,chr22,26024448,26060666,cluster49,chr22,43304000,43349923,cluster190,Q8IUG5,Q8IWY4
chr22_36798723-36813403_cluster11,chr22_37276728-37285225_cluster146,2,5.85747,chr22,36798723,36813403,cluster11,chr22,37276728,37285225,cluster146,P20472,Q9UIA0
chr22_22370689-22385243_cluster4,chr22_27378463-27396539_cluster39,2,8.1536,chr22,22370689,22385243,cluster4,chr22,27378463,27396539,cluster39,,
chr22_22370689-22385243_cluster4,chr22_39123775-39179317_cluster157,2,7.28,chr22,22370689,22385243,cluster4,chr22,39123775,39179317,cluster157,,O95931
chr22_22370689-22385243_cluster4,chr22_46090628-46101290_cluster8,3,11.76,chr22,22370689,22385243,cluster4,chr22,46090628,46101290,cluster8,,
chr22_22370689-22385243_cluster4,chr22_48346281-48358281_cluster409,2,8.1536,chr22,22370689,22385243,cluster4,chr22,48346281,48358281,cluster409,,
chr22_27378463-27396539_cluster39,chr22_48346281-48358281_cluster409,2,8.1536,chr22,27378463,27396539,cluster39,chr22,48346281,48358281,cluster409,,
chr22_22370689-22385243_cluster4,chr22_42340130-42375220_cluster43,2,6.37,chr22,22370689,22385243,cluster4,chr22,42340130,42375220,cluster43,,
chr22_21084128-21097378_cluster9,chr22_22370689-22385243_cluster4,2,7.54963,chr22,21084128,21097378,cluster9,chr22,22370689,22385243,cluster4,,
chr22_18040448-18059257_cluster152,chr22_45220568-45261186_cluster164,3,9.8,chr22,18040448,18059257,cluster152,chr22,45220568,45261186,cluster164,,Q6ICG6
chr22_43429411-43471880_cluster441,chr22_45275462-45289532_cluster53,2,5.85747,chr22,43429411,43471880,cluster441,chr22,45275462,45289532,cluster53,O15442,O75631
chr22_27505000-27522596_cluster34,chr22_30473070-30559334_cluster42,2,7.84,chr22,27505000,27522596,cluster34,chr22,30473070,30559334,cluster42,,B5MCN3;Q99999;Q9UDX3
chr22_30473070-30559334_cluster42,chr22_43429411-43471880_cluster441,2,6.79467,chr22,30473070,30559334,cluster42,chr22,43429411,43471880,cluster441,B5MCN3;Q99999;Q9UDX3,O15442
chr22_43429411-43471880_cluster441,chr22_46090628-46101290_cluster8,2,6.53333,chr22,43429411,43471880,cluster441,chr22,46090628,46101290,cluster8,O15442,
chr22_27505000-27522596_cluster34,chr22_36850905-36863317_cluster82,3,10.8889,chr22,27505000,27522596,cluster34,chr22,36850905,36863317,cluster82,,Q15080
chr22_23241440-23290478_cluster178,chr22_44098586-44103463_cluster12,4,13.151,chr22,23241440,23290478,cluster178,chr22,44098586,44103463,cluster12,P11274,Q9HBI1
chr22_32156952-32181456_cluster50,chr22_44098586-44103463_cluster12,3,8.80645,chr22,32156952,32181456,cluster50,chr22,44098586,44103463,cluster12,Q6IC83,Q9HBI1
chr22_21084128-21097378_cluster9,chr22_22039828-22047705_cluster52,2,6.5083,chr22,21084128,21097378,cluster9,chr22,22039828,22047705,cluster52,,
chr22_21084128-21097378_cluster9,chr22_39980379-40032702_cluster74,2,6.5083,chr22,21084128,21097378,cluster9,chr22,39980379,40032702,cluster74,,Q8NEG4
chr22_19699265-19729797_cluster109,chr22_27378463-27396539_cluster39,2,7.54963,chr22,19699265,19729797,cluster109,chr22,27378463,27396539,cluster39,P13224;Q99719,
chr22_19699265-19729797_cluster109,chr22_37276728-37285225_cluster146,3,9.43704,chr22,19699265,19729797,cluster109,chr22,37276728,37285225,cluster146,P13224;Q99719,Q9UIA0
chr22_19773105-19821351_cluster130,chr22_37276728-37285225_cluster146,3,7.72121,chr22,19773105,19821351,cluster130,chr22,37276728,37285225,cluster146,O43435;Q9BYB4,Q9UIA0
chr22_26838327-26848544_cluster25,chr22_27378463-27396539_cluster39,2,7.84,chr22,26838327,26848544,cluster25,chr22,27378463,27396539,cluster39,,
chr22_27378463-27396539_cluster39,chr22_48517374-48534407_cluster47,2,7.02897,chr22,27378463,27396539,cluster39,chr22,48517374,48534407,cluster47,,Q7Z5A7
chr22_37276728-37285225_cluster146,chr22_48440418-48460740_cluster524,2,6.53333,chr22,37276728,37285225,cluster146,chr22,48440418,48460740,cluster524,Q9UIA0,
chr22_23241440-23290478_cluster178,chr22_36850905-36863317_cluster82,2,7.54963,chr22,23241440,23290478,cluster178,chr22,36850905,36863317,cluster82,P11274,Q15080
chr22_23241440-23290478_cluster178,chr22_42340130-42375220_cluster43,2,6.37,chr22,23241440,23290478,cluster178,chr22,42340130,42375220,cluster43,P11274,
chr22_37276728-37285225_cluster146,chr22_43429411-43471880_cluster441,2,5.66222,chr22,37276728,37285225,cluster146,chr22,43429411,43471880,cluster441,Q9UIA0,O15442
chr22_30473070-30559334_cluster42,chr22_44051606-44076464_cluster26,2,7.02897,chr22,30473070,30559334,cluster42,chr22,44051606,44076464,cluster26,B5MCN3;Q99999;Q9UDX3,Q9HBI1
chr22_44098586-44103463_cluster12,chr22_48697982-48748191_cluster315,2,5.47957,chr22,44098586,44103463,cluster12,chr22,48697982,48748191,cluster315,Q9HBI1,Q7Z5A7
chr22_19773105-19821351_cluster130,chr22_37416456-37447223_cluster46,2,6.17697,chr22,19773105,19821351,cluster130,chr22,37416456,37447223,cluster46,O43435;Q9BYB4,
chr22_37416456-37447223_cluster46,chr22_46684568-46701053_cluster27,2,6.79467,chr22,37416456,37447223,cluster46,chr22,46684568,46701053,cluster27,,Q8TCT0
chr22_30559334-30585088_cluster17,chr22_43429411-43471880_cluster441,2,5.66222,chr22,30559334,30585088,cluster17,chr22,43429411,43471880,cluster441,O00541,O15442
chr22_26838327-26848544_cluster25,chr22_44603286-44615978_cluster22,2,7.25926,chr22,26838327,26848544,cluster25,chr22,44603286,44615978,cluster22,,
chr22_23241440-23290478_cluster178,chr22_37416456-37447223_cluster46,2,8.1536,chr22,23241440,23290478,cluster178,chr22,37416456,37447223,cluster46,P11274,
chr22_23241440-23290478_cluster178,chr22_43304000-43349923_cluster190,2,8.1536,chr22,23241440,23290478,cluster178,chr22,43304000,43349923,cluster190,P11274,Q8IWY4
chr22_23241440-23290478_cluster178,chr22_47150007-47171844_cluster124,2,7.54963,chr22,23241440,23290478,cluster178,chr22,47150007,47171844,cluster124,P11274,Q8WUA7
chr22_38949961-38959712_cluster19,chr22_47150007-47171844_cluster124,2,6.29136,chr22,38949961,38959712,cluster19,chr22,47150007,47171844,cluster124,P31941;Q9UH17,Q8WUA7
chr22_17286047-17311850_cluster62,chr22_21084128-21097378_cluster9,2,7.54963,chr22,17286047,17311850,cluster62,chr22,21084128,21097378,cluster9,,
chr22_21084128-21097378_cluster9,chr22_48517374-48534407_cluster47,2,6.5083,chr22,21084128,21097378,cluster9,chr22,48517374,48534407,cluster47,,Q7Z5A7
chr22_36798723-36813403_cluster11,chr22_44051606-44076464_cluster26,2,6.05945,chr22,36798723,36813403,cluster11,chr22,44051606,44076464,cluster26,P20472,Q9HBI1
chr22_36798723-36813403_cluster11,chr22_44098586-44103463_cluster12,2,5.66852,chr22,36798723,36813403,cluster11,chr22,44098586,44103463,cluster12,P20472,Q9HBI1
chr22_44051606-44076464_cluster26,chr22_44603286-44615978_cluster22,2,6.5083,chr22,44051606,44076464,cluster26,chr22,44603286,44615978,cluster22,Q9HBI1,
chr22_44098586-44103463_cluster12,chr22_44603286-44615978_cluster22,2,6.08841,chr22,44098586,44103463,cluster12,chr22,44603286,44615978,cluster22,Q9HBI1,
chr22_22370689-22385243_cluster4,chr22_33299764-33359267_cluster281,2,7.84,chr22,22370689,22385243,cluster4,chr22,33299764,33359267,cluster281,,O95461
chr22_33299764-33359267_cluster281,chr22_46090628-46101290_cluster8,2,7.53846,chr22,33299764,33359267,cluster281,chr22,46090628,46101290,cluster8,O95461,
chr22_38949961-38959712_cluster19,chr22_46090628-46101290_cluster8,2,6.53333,chr22,38949961,38959712,cluster19,chr22,46090628,46101290,cluster8,P31941;Q9UH17,
chr22_38949961-38959712_cluster19,chr22_49310363-49333633_cluster88,2,5.66222,chr22,38949961,38959712,cluster19,chr22,49310363,49333633,cluster88,P31941;Q9UH17,
chr22_46090628-46101290_cluster8,chr22_47150007-47171844_cluster124,2,7.25926,chr22,46090628,46101290,cluster8,chr22,47150007,47171844,cluster124,,Q8WUA7
chr22_46090628-46101290_cluster8,chr22_49310363-49333633_cluster88,2,6.53333,chr22,46090628,46101290,cluster8,chr22,49310363,49333633,cluster88,,
chr22_47150007-47171844_cluster124,chr22_49310363-49333633_cluster88,2,6.29136,chr22,47150007,47171844,cluster124,chr22,49310363,49333633,cluster88,Q8WUA7,
chr22_18040448-18059257_cluster152,chr22_27240185-27248628_cluster31,2,6.29136,chr22,18040448,18059257,cluster152,chr22,27240185,27248628,cluster31,,
chr22_27505000-27522596_cluster34,chr22_36798723-36813403_cluster11,2,6.75862,chr22,27505000,27522596,cluster34,chr22,36798723,36813403,cluster11,,P20472
chr22_36798723-36813403_cluster11,chr22_48517374-48534407_cluster47,2,6.05945,chr22,36798723,36813403,cluster11,chr22,48517374,48534407,cluster47,P20472,Q7Z5A7
chr22_48517374-48534407_cluster47,chr22_48697982-48748191_cluster315,2,5.85747,chr22,48517374,48534407,cluster47,chr22,48697982,48748191,cluster315,Q7Z5A7,Q7Z5A7
chr22_23241440-23290478_cluster178,chr22_27274059-27281429_cluster13,2,7.84,chr22,23241440,23290478,cluster178,chr22,27274059,27281429,cluster13,P11274,
chr22_23241440-23290478_cluster178,chr22_48517374-48534407_cluster47,2,7.02897,chr22,23241440,23290478,cluster178,chr22,48517374,48534407,cluster47,P11274,Q7Z5A7
chr22_27274059-27281429_cluster13,chr22_44127670-44156872_cluster88,3,11.3077,chr22,27274059,27281429,cluster13,chr22,44127670,44156872,cluster88,,Q9HBI1
chr22_18040448-18059257_cluster152,chr22_26838327-26848544_cluster33,2,6.06667,chr22,18040448,18059257,cluster152,chr22,26838327,26848544,cluster33,,
chr22_26270093-26284739_cluster73,chr22_48517374-48534407_cluster47,2,6.5083,chr22,26270093,26284739,cluster73,chr22,48517374,48534407,cluster47,Q9BYH1,Q7Z5A7
chr22_18040448-18059257_cluster152,chr22_37276728-37285225_cluster146,2,5.66222,chr22,18040448,18059257,cluster152,chr22,37276728,37285225,cluster146,,Q9UIA0
