node_id,type,protein_id,gene_symbol,graph_degree,graph_weight,graph_lift,beta_phenotype,mean_log2_intensity,detection_rate,phenotype_difference,site,label
haploblock:chr22_49333633-49355927_cluster195,haploblock,,,,,,,,,,,chr22_49333633-49355927_cluster195
haploblock:chr22_17244492-17257431_cluster5,haploblock,,,,,,,,,,,chr22_17244492-17257431_cluster5
haploblock:chr22_39980379-40032702_cluster5,haploblock,,,,,,,,,,,chr22_39980379-40032702_cluster5
haploblock:chr22_17779751-17795362_cluster13,haploblock,,,,,,,,,,,chr22_17779751-17795362_cluster13
haploblock:chr22_18040448-18059257_cluster18,haploblock,,,,,,,,,,,chr22_18040448-18059257_cluster18
haploblock:chr22_20059164-20157037_cluster476,haploblock,,,,,,,,,,,chr22_20059164-20157037_cluster476
haploblock:chr22_38257683-38284355_cluster77,haploblock,,,,,,,,,,,chr22_38257683-38284355_cluster77
haploblock:chr22_46116729-46176998_cluster18,haploblock,,,,,,,,,,,chr22_46116729-46176998_cluster18
haploblock:chr22_46531483-46571254_cluster16,haploblock,,,,,,,,,,,chr22_46531483-46571254_cluster16
haploblock:chr22_31721546-31942200_cluster847,haploblock,,,,,,,,,,,chr22_31721546-31942200_cluster847
haploblock:chr22_46710903-46724445_cluster4,haploblock,,,,,,,,,,,chr22_46710903-46724445_cluster4
haploblock:chr22_17382179-17414153_cluster19,haploblock,,,,,,,,,,,chr22_17382179-17414153_cluster19
haploblock:chr22_33540489-33571700_cluster9,haploblock,,,,,,,,,,,chr22_33540489-33571700_cluster9
haploblock:chr22_34882112-34948328_cluster54,haploblock,,,,,,,,,,,chr22_34882112-34948328_cluster54
haploblock:chr22_17573553-17596894_cluster13,haploblock,,,,,,,,,,,chr22_17573553-17596894_cluster13
haploblock:chr22_26245115-26270093_cluster1,haploblock,,,,,,,,,,,chr22_26245115-26270093_cluster1
haploblock:chr22_38764112-38864027_cluster80,haploblock,,,,,,,,,,,chr22_38764112-38864027_cluster80
haploblock:chr22_47795000-47815791_cluster1,haploblock,,,,,,,,,,,chr22_47795000-47815791_cluster1
haploblock:chr22_47875259-47891202_cluster12,haploblock,,,,,,,,,,,chr22_47875259-47891202_cluster12
haploblock:chr22_47599748-47625237_cluster359,haploblock,,,,,,,,,,,chr22_47599748-47625237_cluster359
haploblock:chr22_48346281-48358281_cluster305,haploblock,,,,,,,,,,,chr22_48346281-48358281_cluster305
haploblock:chr22_27009479-27020234_cluster17,haploblock,,,,,,,,,,,chr22_27009479-27020234_cluster17
haploblock:chr22_46622269-46684568_cluster6,haploblock,,,,,,,,,,,chr22_46622269-46684568_cluster6
haploblock:chr22_44579724-44598588_cluster2,haploblock,,,,,,,,,,,chr22_44579724-44598588_cluster2
haploblock:chr22_46571254-46602247_cluster3,haploblock,,,,,,,,,,,chr22_46571254-46602247_cluster3
haploblock:chr22_20899293-20961195_cluster1,haploblock,,,,,,,,,,,chr22_20899293-20961195_cluster1
haploblock:chr22_44263132-44288496_cluster6,haploblock,,,,,,,,,,,chr22_44263132-44288496_cluster6
haploblock:chr22_43239201-43251410_cluster3,haploblock,,,,,,,,,,,chr22_43239201-43251410_cluster3
haploblock:chr22_44696863-44709627_cluster4,haploblock,,,,,,,,,,,chr22_44696863-44709627_cluster4
haploblock:chr22_36745061-36798723_cluster46,haploblock,,,,,,,,,,,chr22_36745061-36798723_cluster46
haploblock:chr22_36463901-36527111_cluster129,haploblock,,,,,,,,,,,chr22_36463901-36527111_cluster129
haploblock:chr22_49355927-49381761_cluster1,haploblock,,,,,,,,,,,chr22_49355927-49381761_cluster1
haploblock:chr22_37320379-37355281_cluster57,haploblock,,,,,,,,,,,chr22_37320379-37355281_cluster57
haploblock:chr22_37581275-37681711_cluster861,haploblock,,,,,,,,,,,chr22_37581275-37681711_cluster861
haploblock:chr22_46519724-46531483_cluster3,haploblock,,,,,,,,,,,chr22_46519724-46531483_cluster3
haploblock:chr22_46622269-46684568_cluster173,haploblock,,,,,,,,,,,chr22_46622269-46684568_cluster173
haploblock:chr22_36630948-36681598_cluster956,haploblock,,,,,,,,,,,chr22_36630948-36681598_cluster956
haploblock:chr22_17244492-17257431_cluster17,haploblock,,,,,,,,,,,chr22_17244492-17257431_cluster17
haploblock:chr22_47433033-47487014_cluster12,haploblock,,,,,,,,,,,chr22_47433033-47487014_cluster12
haploblock:chr22_17420471-17463955_cluster334,haploblock,,,,,,,,,,,chr22_17420471-17463955_cluster334
haploblock:chr22_17463955-17486499_cluster166,haploblock,,,,,,,,,,,chr22_17463955-17486499_cluster166
haploblock:chr22_17795362-17851807_cluster452,haploblock,,,,,,,,,,,chr22_17795362-17851807_cluster452
haploblock:chr22_22423583-22524402_cluster100,haploblock,,,,,,,,,,,chr22_22423583-22524402_cluster100
haploblock:chr22_47051453-47096682_cluster13,haploblock,,,,,,,,,,,chr22_47051453-47096682_cluster13
haploblock:chr22_34248049-34403531_cluster58,haploblock,,,,,,,,,,,chr22_34248049-34403531_cluster58
haploblock:chr22_26884663-26902257_cluster41,haploblock,,,,,,,,,,,chr22_26884663-26902257_cluster41
haploblock:chr22_27574483-27606491_cluster5,haploblock,,,,,,,,,,,chr22_27574483-27606491_cluster5
haploblock:chr22_43076056-43102108_cluster64,haploblock,,,,,,,,,,,chr22_43076056-43102108_cluster64
haploblock:chr22_43176240-43219862_cluster170,haploblock,,,,,,,,,,,chr22_43176240-43219862_cluster170
haploblock:chr22_47150007-47171844_cluster14,haploblock,,,,,,,,,,,chr22_47150007-47171844_cluster14
haploblock:chr22_18012407-18040448_cluster169,haploblock,,,,,,,,,,,chr22_18012407-18040448_cluster169
haploblock:chr22_25858830-25876277_cluster58,haploblock,,,,,,,,,,,chr22_25858830-25876277_cluster58
haploblock:chr22_37320379-37355281_cluster11,haploblock,,,,,,,,,,,chr22_37320379-37355281_cluster11
haploblock:chr22_43371073-43429411_cluster5,haploblock,,,,,,,,,,,chr22_43371073-43429411_cluster5
haploblock:chr22_44845752-44871543_cluster310,haploblock,,,,,,,,,,,chr22_44845752-44871543_cluster310
haploblock:chr22_46493826-46509245_cluster5,haploblock,,,,,,,,,,,chr22_46493826-46509245_cluster5
haploblock:chr22_20059164-20157037_cluster119,haploblock,,,,,,,,,,,chr22_20059164-20157037_cluster119
haploblock:chr22_27606491-27631167_cluster9,haploblock,,,,,,,,,,,chr22_27606491-27631167_cluster9
haploblock:chr22_27009479-27020234_cluster35,haploblock,,,,,,,,,,,chr22_27009479-27020234_cluster35
haploblock:chr22_42434570-42475676_cluster12,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster12
haploblock:chr22_25769547-25836129_cluster372,haploblock,,,,,,,,,,,chr22_25769547-25836129_cluster372
haploblock:chr22_32779763-32844047_cluster6,haploblock,,,,,,,,,,,chr22_32779763-32844047_cluster6
haploblock:chr22_36463901-36527111_cluster217,haploblock,,,,,,,,,,,chr22_36463901-36527111_cluster217
haploblock:chr22_49333633-49355927_cluster28,haploblock,,,,,,,,,,,chr22_49333633-49355927_cluster28
haploblock:chr22_48697982-48748191_cluster3,haploblock,,,,,,,,,,,chr22_48697982-48748191_cluster3
haploblock:chr22_25984066-26024448_cluster21,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster21
haploblock:chr22_44992621-45023023_cluster4,haploblock,,,,,,,,,,,chr22_44992621-45023023_cluster4
haploblock:chr22_25417399-25535613_cluster1334,haploblock,,,,,,,,,,,chr22_25417399-25535613_cluster1334
haploblock:chr22_25535613-25688319_cluster1254,haploblock,,,,,,,,,,,chr22_25535613-25688319_cluster1254
haploblock:chr22_25688319-25736676_cluster101,haploblock,,,,,,,,,,,chr22_25688319-25736676_cluster101
haploblock:chr22_30667110-30757175_cluster242,haploblock,,,,,,,,,,,chr22_30667110-30757175_cluster242
haploblock:chr22_27134960-27157084_cluster3,haploblock,,,,,,,,,,,chr22_27134960-27157084_cluster3
haploblock:chr22_27281429-27299096_cluster3,haploblock,,,,,,,,,,,chr22_27281429-27299096_cluster3
haploblock:chr22_35467079-35492611_cluster33,haploblock,,,,,,,,,,,chr22_35467079-35492611_cluster33
haploblock:chr22_44821141-44845752_cluster11,haploblock,,,,,,,,,,,chr22_44821141-44845752_cluster11
haploblock:chr22_17795362-17851807_cluster12,haploblock,,,,,,,,,,,chr22_17795362-17851807_cluster12
haploblock:chr22_17463955-17486499_cluster1,haploblock,,,,,,,,,,,chr22_17463955-17486499_cluster1
haploblock:chr22_17486499-17510346_cluster14,haploblock,,,,,,,,,,,chr22_17486499-17510346_cluster14
haploblock:chr22_44845752-44871543_cluster28,haploblock,,,,,,,,,,,chr22_44845752-44871543_cluster28
haploblock:chr22_39980379-40032702_cluster100,haploblock,,,,,,,,,,,chr22_39980379-40032702_cluster100
haploblock:chr22_48440418-48460740_cluster3,haploblock,,,,,,,,,,,chr22_48440418-48460740_cluster3
haploblock:chr22_38284355-38316189_cluster7,haploblock,,,,,,,,,,,chr22_38284355-38316189_cluster7
haploblock:chr22_26884663-26902257_cluster289,haploblock,,,,,,,,,,,chr22_26884663-26902257_cluster289
haploblock:chr22_49087426-49128444_cluster2,haploblock,,,,,,,,,,,chr22_49087426-49128444_cluster2
haploblock:chr22_32431958-32447679_cluster2,haploblock,,,,,,,,,,,chr22_32431958-32447679_cluster2
haploblock:chr22_32987578-33044905_cluster3,haploblock,,,,,,,,,,,chr22_32987578-33044905_cluster3
haploblock:chr22_25876277-25884349_cluster6,haploblock,,,,,,,,,,,chr22_25876277-25884349_cluster6
haploblock:chr22_49138659-49161412_cluster27,haploblock,,,,,,,,,,,chr22_49138659-49161412_cluster27
haploblock:chr22_26323043-26341714_cluster20,haploblock,,,,,,,,,,,chr22_26323043-26341714_cluster20
haploblock:chr22_27061731-27091280_cluster7,haploblock,,,,,,,,,,,chr22_27061731-27091280_cluster7
haploblock:chr22_48440418-48460740_cluster10,haploblock,,,,,,,,,,,chr22_48440418-48460740_cluster10
haploblock:chr22_17349065-17382179_cluster45,haploblock,,,,,,,,,,,chr22_17349065-17382179_cluster45
haploblock:chr22_18978115-18995264_cluster2,haploblock,,,,,,,,,,,chr22_18978115-18995264_cluster2
haploblock:chr22_19886686-19925060_cluster15,haploblock,,,,,,,,,,,chr22_19886686-19925060_cluster15
haploblock:chr22_27166948-27240185_cluster28,haploblock,,,,,,,,,,,chr22_27166948-27240185_cluster28
haploblock:chr22_35587972-35647540_cluster14,haploblock,,,,,,,,,,,chr22_35587972-35647540_cluster14
haploblock:chr22_20059164-20157037_cluster11,haploblock,,,,,,,,,,,chr22_20059164-20157037_cluster11
haploblock:chr22_20595442-20612877_cluster259,haploblock,,,,,,,,,,,chr22_20595442-20612877_cluster259
haploblock:chr22_35110291-35135705_cluster6,haploblock,,,,,,,,,,,chr22_35110291-35135705_cluster6
haploblock:chr22_22400730-22423583_cluster2,haploblock,,,,,,,,,,,chr22_22400730-22423583_cluster2
haploblock:chr22_37241613-37276728_cluster4,haploblock,,,,,,,,,,,chr22_37241613-37276728_cluster4
haploblock:chr22_36318590-36352948_cluster11,haploblock,,,,,,,,,,,chr22_36318590-36352948_cluster11
haploblock:chr22_17463955-17486499_cluster181,haploblock,,,,,,,,,,,chr22_17463955-17486499_cluster181
haploblock:chr22_17951518-18012407_cluster420,haploblock,,,,,,,,,,,chr22_17951518-18012407_cluster420
haploblock:chr22_18077804-18130176_cluster147,haploblock,,,,,,,,,,,chr22_18077804-18130176_cluster147
haploblock:chr22_48748191-48780105_cluster3,haploblock,,,,,,,,,,,chr22_48748191-48780105_cluster3
haploblock:chr22_20639180-20664837_cluster19,haploblock,,,,,,,,,,,chr22_20639180-20664837_cluster19
haploblock:chr22_33086126-33118147_cluster44,haploblock,,,,,,,,,,,chr22_33086126-33118147_cluster44
haploblock:chr22_35241710-35335101_cluster37,haploblock,,,,,,,,,,,chr22_35241710-35335101_cluster37
haploblock:chr22_27795907-27840691_cluster6,haploblock,,,,,,,,,,,chr22_27795907-27840691_cluster6
haploblock:chr22_37124185-37147116_cluster532,haploblock,,,,,,,,,,,chr22_37124185-37147116_cluster532
haploblock:chr22_33408818-33452024_cluster35,haploblock,,,,,,,,,,,chr22_33408818-33452024_cluster35
haploblock:chr22_48507466-48517374_cluster4,haploblock,,,,,,,,,,,chr22_48507466-48517374_cluster4
haploblock:chr22_49355927-49381761_cluster20,haploblock,,,,,,,,,,,chr22_49355927-49381761_cluster20
haploblock:chr22_25417399-25535613_cluster36,haploblock,,,,,,,,,,,chr22_25417399-25535613_cluster36
haploblock:chr22_45261186-45275462_cluster49,haploblock,,,,,,,,,,,chr22_45261186-45275462_cluster49
haploblock:chr22_45502117-45521571_cluster11,haploblock,,,,,,,,,,,chr22_45502117-45521571_cluster11
haploblock:chr22_44263132-44288496_cluster4,haploblock,,,,,,,,,,,chr22_44263132-44288496_cluster4
haploblock:chr22_43304000-43349923_cluster576,haploblock,,,,,,,,,,,chr22_43304000-43349923_cluster576
haploblock:chr22_20157037-20182821_cluster196,haploblock,,,,,,,,,,,chr22_20157037-20182821_cluster196
haploblock:chr22_39696563-39705387_cluster7,haploblock,,,,,,,,,,,chr22_39696563-39705387_cluster7
haploblock:chr22_32241161-32268625_cluster5,haploblock,,,,,,,,,,,chr22_32241161-32268625_cluster5
haploblock:chr22_38910779-38949961_cluster8,haploblock,,,,,,,,,,,chr22_38910779-38949961_cluster8
haploblock:chr22_49446708-49455747_cluster99,haploblock,,,,,,,,,,,chr22_49446708-49455747_cluster99
haploblock:chr22_45521571-45546494_cluster94,haploblock,,,,,,,,,,,chr22_45521571-45546494_cluster94
haploblock:chr22_17757446-17779751_cluster1,haploblock,,,,,,,,,,,chr22_17757446-17779751_cluster1
haploblock:chr22_20988220-21022574_cluster2,haploblock,,,,,,,,,,,chr22_20988220-21022574_cluster2
haploblock:chr22_36318590-36352948_cluster1,haploblock,,,,,,,,,,,chr22_36318590-36352948_cluster1
haploblock:chr22_49161412-49189227_cluster26,haploblock,,,,,,,,,,,chr22_49161412-49189227_cluster26
haploblock:chr22_18130176-18154397_cluster4,haploblock,,,,,,,,,,,chr22_18130176-18154397_cluster4
haploblock:chr22_25984066-26024448_cluster50,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster50
haploblock:chr22_42067647-42294543_cluster264,haploblock,,,,,,,,,,,chr22_42067647-42294543_cluster264
haploblock:chr22_48748191-48780105_cluster17,haploblock,,,,,,,,,,,chr22_48748191-48780105_cluster17
haploblock:chr22_49128444-49138659_cluster1,haploblock,,,,,,,,,,,chr22_49128444-49138659_cluster1
haploblock:chr22_17897315-17951518_cluster59,haploblock,,,,,,,,,,,chr22_17897315-17951518_cluster59
haploblock:chr22_35241710-35335101_cluster8,haploblock,,,,,,,,,,,chr22_35241710-35335101_cluster8
haploblock:chr22_35467079-35492611_cluster38,haploblock,,,,,,,,,,,chr22_35467079-35492611_cluster38
haploblock:chr22_17897315-17951518_cluster86,haploblock,,,,,,,,,,,chr22_17897315-17951518_cluster86
haploblock:chr22_23751602-23766514_cluster11,haploblock,,,,,,,,,,,chr22_23751602-23766514_cluster11
haploblock:chr22_22083318-22109386_cluster8,haploblock,,,,,,,,,,,chr22_22083318-22109386_cluster8
haploblock:chr22_44395824-44404134_cluster20,haploblock,,,,,,,,,,,chr22_44395824-44404134_cluster20
haploblock:chr22_26245115-26270093_cluster20,haploblock,,,,,,,,,,,chr22_26245115-26270093_cluster20
haploblock:chr22_39705387-39953483_cluster386,haploblock,,,,,,,,,,,chr22_39705387-39953483_cluster386
haploblock:chr22_39953483-39980379_cluster63,haploblock,,,,,,,,,,,chr22_39953483-39980379_cluster63
haploblock:chr22_49241707-49262630_cluster28,haploblock,,,,,,,,,,,chr22_49241707-49262630_cluster28
haploblock:chr22_20157037-20182821_cluster12,haploblock,,,,,,,,,,,chr22_20157037-20182821_cluster12
haploblock:chr22_33408818-33452024_cluster49,haploblock,,,,,,,,,,,chr22_33408818-33452024_cluster49
haploblock:chr22_27751201-27774178_cluster601,haploblock,,,,,,,,,,,chr22_27751201-27774178_cluster601
haploblock:chr22_30197423-30218448_cluster6,haploblock,,,,,,,,,,,chr22_30197423-30218448_cluster6
haploblock:chr22_49355927-49381761_cluster35,haploblock,,,,,,,,,,,chr22_49355927-49381761_cluster35
haploblock:chr22_44347315-44365917_cluster602,haploblock,,,,,,,,,,,chr22_44347315-44365917_cluster602
haploblock:chr22_46841413-46902935_cluster74,haploblock,,,,,,,,,,,chr22_46841413-46902935_cluster74
haploblock:chr22_22854292-22879507_cluster16,haploblock,,,,,,,,,,,chr22_22854292-22879507_cluster16
haploblock:chr22_23766514-23847298_cluster4,haploblock,,,,,,,,,,,chr22_23766514-23847298_cluster4
haploblock:chr22_38257683-38284355_cluster4,haploblock,,,,,,,,,,,chr22_38257683-38284355_cluster4
haploblock:chr22_47736510-47795000_cluster226,haploblock,,,,,,,,,,,chr22_47736510-47795000_cluster226
haploblock:chr22_20639180-20664837_cluster32,haploblock,,,,,,,,,,,chr22_20639180-20664837_cluster32
haploblock:chr22_21747835-21868030_cluster29,haploblock,,,,,,,,,,,chr22_21747835-21868030_cluster29
haploblock:chr22_39953483-39980379_cluster10,haploblock,,,,,,,,,,,chr22_39953483-39980379_cluster10
haploblock:chr22_42294543-42340130_cluster7,haploblock,,,,,,,,,,,chr22_42294543-42340130_cluster7
haploblock:chr22_48748191-48780105_cluster30,haploblock,,,,,,,,,,,chr22_48748191-48780105_cluster30
haploblock:chr22_19530556-19608021_cluster258,haploblock,,,,,,,,,,,chr22_19530556-19608021_cluster258
haploblock:chr22_44709627-44721676_cluster14,haploblock,,,,,,,,,,,chr22_44709627-44721676_cluster14
haploblock:chr22_19623032-19641214_cluster18,haploblock,,,,,,,,,,,chr22_19623032-19641214_cluster18
haploblock:chr22_23241440-23290478_cluster35,haploblock,,,,,,,,,,,chr22_23241440-23290478_cluster35
haploblock:chr22_23374984-23416457_cluster58,haploblock,,,,,,,,,,,chr22_23374984-23416457_cluster58
haploblock:chr22_25884349-25933372_cluster25,haploblock,,,,,,,,,,,chr22_25884349-25933372_cluster25
haploblock:chr22_43102108-43121899_cluster52,haploblock,,,,,,,,,,,chr22_43102108-43121899_cluster52
haploblock:chr22_49715343-49726702_cluster64,haploblock,,,,,,,,,,,chr22_49715343-49726702_cluster64
haploblock:chr22_19686138-19699265_cluster10,haploblock,,,,,,,,,,,chr22_19686138-19699265_cluster10
haploblock:chr22_38284355-38316189_cluster40,haploblock,,,,,,,,,,,chr22_38284355-38316189_cluster40
haploblock:chr22_19886686-19925060_cluster45,haploblock,,,,,,,,,,,chr22_19886686-19925060_cluster45
haploblock:chr22_27061731-27091280_cluster57,haploblock,,,,,,,,,,,chr22_27061731-27091280_cluster57
haploblock:chr22_46571254-46602247_cluster42,haploblock,,,,,,,,,,,chr22_46571254-46602247_cluster42
haploblock:chr22_47736510-47795000_cluster5,haploblock,,,,,,,,,,,chr22_47736510-47795000_cluster5
haploblock:chr22_49455747-49492624_cluster23,haploblock,,,,,,,,,,,chr22_49455747-49492624_cluster23
haploblock:chr22_20961195-20968216_cluster2,haploblock,,,,,,,,,,,chr22_20961195-20968216_cluster2
haploblock:chr22_35695363-35738379_cluster21,haploblock,,,,,,,,,,,chr22_35695363-35738379_cluster21
haploblock:chr22_42340130-42375220_cluster19,haploblock,,,,,,,,,,,chr22_42340130-42375220_cluster19
haploblock:chr22_25688319-25736676_cluster110,haploblock,,,,,,,,,,,chr22_25688319-25736676_cluster110
haploblock:chr22_26677587-26720644_cluster5,haploblock,,,,,,,,,,,chr22_26677587-26720644_cluster5
haploblock:chr22_26578207-26644382_cluster26,haploblock,,,,,,,,,,,chr22_26578207-26644382_cluster26
haploblock:chr22_26848544-26864523_cluster38,haploblock,,,,,,,,,,,chr22_26848544-26864523_cluster38
haploblock:chr22_39233324-39262537_cluster2,haploblock,,,,,,,,,,,chr22_39233324-39262537_cluster2
haploblock:chr22_27299096-27335333_cluster55,haploblock,,,,,,,,,,,chr22_27299096-27335333_cluster55
haploblock:chr22_35559256-35587972_cluster35,haploblock,,,,,,,,,,,chr22_35559256-35587972_cluster35
haploblock:chr22_36418187-36463901_cluster11,haploblock,,,,,,,,,,,chr22_36418187-36463901_cluster11
haploblock:chr22_48280360-48299933_cluster141,haploblock,,,,,,,,,,,chr22_48280360-48299933_cluster141
haploblock:chr22_48195632-48256183_cluster96,haploblock,,,,,,,,,,,chr22_48195632-48256183_cluster96
haploblock:chr22_44558955-44579724_cluster2,haploblock,,,,,,,,,,,chr22_44558955-44579724_cluster2
haploblock:chr22_44579724-44598588_cluster109,haploblock,,,,,,,,,,,chr22_44579724-44598588_cluster109
haploblock:chr22_48697982-48748191_cluster43,haploblock,,,,,,,,,,,chr22_48697982-48748191_cluster43
haploblock:chr22_48280360-48299933_cluster53,haploblock,,,,,,,,,,,chr22_48280360-48299933_cluster53
haploblock:chr22_25984066-26024448_cluster192,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster192
haploblock:chr22_34589089-34743749_cluster35,haploblock,,,,,,,,,,,chr22_34589089-34743749_cluster35
haploblock:chr22_45898320-45931386_cluster15,haploblock,,,,,,,,,,,chr22_45898320-45931386_cluster15
haploblock:chr22_43304000-43349923_cluster17,haploblock,,,,,,,,,,,chr22_43304000-43349923_cluster17
haploblock:chr22_46418842-46438932_cluster36,haploblock,,,,,,,,,,,chr22_46418842-46438932_cluster36
haploblock:chr22_46710903-46724445_cluster2,haploblock,,,,,,,,,,,chr22_46710903-46724445_cluster2
haploblock:chr22_48807134-48866772_cluster2,haploblock,,,,,,,,,,,chr22_48807134-48866772_cluster2
haploblock:chr22_46571254-46602247_cluster9,haploblock,,,,,,,,,,,chr22_46571254-46602247_cluster9
haploblock:chr22_22914880-22943618_cluster257,haploblock,,,,,,,,,,,chr22_22914880-22943618_cluster257
haploblock:chr22_39577521-39600259_cluster1,haploblock,,,,,,,,,,,chr22_39577521-39600259_cluster1
haploblock:chr22_44005142-44022564_cluster489,haploblock,,,,,,,,,,,chr22_44005142-44022564_cluster489
haploblock:chr22_34099461-34121170_cluster4,haploblock,,,,,,,,,,,chr22_34099461-34121170_cluster4
haploblock:chr22_26284739-26293669_cluster1,haploblock,,,,,,,,,,,chr22_26284739-26293669_cluster1
haploblock:chr22_26838327-26848544_cluster3,haploblock,,,,,,,,,,,chr22_26838327-26848544_cluster3
haploblock:chr22_35467079-35492611_cluster84,haploblock,,,,,,,,,,,chr22_35467079-35492611_cluster84
haploblock:chr22_26884663-26902257_cluster14,haploblock,,,,,,,,,,,chr22_26884663-26902257_cluster14
haploblock:chr22_35695363-35738379_cluster9,haploblock,,,,,,,,,,,chr22_35695363-35738379_cluster9
haploblock:chr22_34882112-34948328_cluster24,haploblock,,,,,,,,,,,chr22_34882112-34948328_cluster24
haploblock:chr22_22004012-22039828_cluster415,haploblock,,,,,,,,,,,chr22_22004012-22039828_cluster415
haploblock:chr22_39705387-39953483_cluster857,haploblock,,,,,,,,,,,chr22_39705387-39953483_cluster857
haploblock:chr22_36527111-36555805_cluster22,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster22
haploblock:chr22_27009479-27020234_cluster62,haploblock,,,,,,,,,,,chr22_27009479-27020234_cluster62
haploblock:chr22_33725539-33750381_cluster6,haploblock,,,,,,,,,,,chr22_33725539-33750381_cluster6
haploblock:chr22_48574333-48593175_cluster611,haploblock,,,,,,,,,,,chr22_48574333-48593175_cluster611
haploblock:chr22_38257683-38284355_cluster17,haploblock,,,,,,,,,,,chr22_38257683-38284355_cluster17
haploblock:chr22_20320756-20367930_cluster173,haploblock,,,,,,,,,,,chr22_20320756-20367930_cluster173
haploblock:chr22_21022574-21062587_cluster16,haploblock,,,,,,,,,,,chr22_21022574-21062587_cluster16
haploblock:chr22_44022564-44051606_cluster70,haploblock,,,,,,,,,,,chr22_44022564-44051606_cluster70
haploblock:chr22_48440418-48460740_cluster23,haploblock,,,,,,,,,,,chr22_48440418-48460740_cluster23
haploblock:chr22_49726702-49956702_cluster436,haploblock,,,,,,,,,,,chr22_49726702-49956702_cluster436
haploblock:chr22_36527111-36555805_cluster74,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster74
haploblock:chr22_46418842-46438932_cluster14,haploblock,,,,,,,,,,,chr22_46418842-46438932_cluster14
haploblock:chr22_19821351-19886686_cluster10,haploblock,,,,,,,,,,,chr22_19821351-19886686_cluster10
haploblock:chr22_20320756-20367930_cluster13,haploblock,,,,,,,,,,,chr22_20320756-20367930_cluster13
haploblock:chr22_44845752-44871543_cluster113,haploblock,,,,,,,,,,,chr22_44845752-44871543_cluster113
haploblock:chr22_45502117-45521571_cluster3,haploblock,,,,,,,,,,,chr22_45502117-45521571_cluster3
haploblock:chr22_23075491-23146855_cluster76,haploblock,,,,,,,,,,,chr22_23075491-23146855_cluster76
haploblock:chr22_24690767-24704235_cluster4,haploblock,,,,,,,,,,,chr22_24690767-24704235_cluster4
haploblock:chr22_26848544-26864523_cluster12,haploblock,,,,,,,,,,,chr22_26848544-26864523_cluster12
haploblock:chr22_49517573-49534275_cluster29,haploblock,,,,,,,,,,,chr22_49517573-49534275_cluster29
haploblock:chr22_27505000-27522596_cluster2,haploblock,,,,,,,,,,,chr22_27505000-27522596_cluster2
haploblock:chr22_27522596-27552091_cluster22,haploblock,,,,,,,,,,,chr22_27522596-27552091_cluster22
haploblock:chr22_35695363-35738379_cluster1,haploblock,,,,,,,,,,,chr22_35695363-35738379_cluster1
haploblock:chr22_45023023-45047275_cluster377,haploblock,,,,,,,,,,,chr22_45023023-45047275_cluster377
haploblock:chr22_47171844-47200033_cluster19,haploblock,,,,,,,,,,,chr22_47171844-47200033_cluster19
haploblock:chr22_44644582-44670538_cluster41,haploblock,,,,,,,,,,,chr22_44644582-44670538_cluster41
haploblock:chr22_30218448-30274592_cluster94,haploblock,,,,,,,,,,,chr22_30218448-30274592_cluster94
haploblock:chr22_27751201-27774178_cluster143,haploblock,,,,,,,,,,,chr22_27751201-27774178_cluster143
haploblock:chr22_18948160-18978115_cluster22,haploblock,,,,,,,,,,,chr22_18948160-18978115_cluster22
haploblock:chr22_27631167-27642389_cluster88,haploblock,,,,,,,,,,,chr22_27631167-27642389_cluster88
haploblock:chr22_36208559-36238986_cluster6,haploblock,,,,,,,,,,,chr22_36208559-36238986_cluster6
haploblock:chr22_37447223-37510682_cluster46,haploblock,,,,,,,,,,,chr22_37447223-37510682_cluster46
haploblock:chr22_44644582-44670538_cluster36,haploblock,,,,,,,,,,,chr22_44644582-44670538_cluster36
haploblock:chr22_49310363-49333633_cluster25,haploblock,,,,,,,,,,,chr22_49310363-49333633_cluster25
haploblock:chr22_17510346-17565024_cluster4,haploblock,,,,,,,,,,,chr22_17510346-17565024_cluster4
haploblock:chr22_17757446-17779751_cluster68,haploblock,,,,,,,,,,,chr22_17757446-17779751_cluster68
haploblock:chr22_48325515-48346281_cluster78,haploblock,,,,,,,,,,,chr22_48325515-48346281_cluster78
haploblock:chr22_24813410-24841041_cluster60,haploblock,,,,,,,,,,,chr22_24813410-24841041_cluster60
haploblock:chr22_27631167-27642389_cluster27,haploblock,,,,,,,,,,,chr22_27631167-27642389_cluster27
haploblock:chr22_27702743-27734056_cluster71,haploblock,,,,,,,,,,,chr22_27702743-27734056_cluster71
haploblock:chr22_27606491-27631167_cluster92,haploblock,,,,,,,,,,,chr22_27606491-27631167_cluster92
haploblock:chr22_27751201-27774178_cluster60,haploblock,,,,,,,,,,,chr22_27751201-27774178_cluster60
haploblock:chr22_32932820-32987578_cluster39,haploblock,,,,,,,,,,,chr22_32932820-32987578_cluster39
haploblock:chr22_44644582-44670538_cluster1,haploblock,,,,,,,,,,,chr22_44644582-44670538_cluster1
